Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%,Transfer_Value,Transfer_Value_Str
Jean-Clair Todibo,fr FRA,DF,West Ham,25,1485,0,0,2,0,0.2,0.0,9,28,5,0.0,0.0,0.01,0.0,N/A,0.0,0.0,14.6,761,87.9,13519,N/A,N/A,N/A,2,40,1,0,N/A,N/A,N/A,N/A,36,22,N/A,7,23,12,11,20,1044,142,583,432,38,9,N/A,N/A,604,N/A,5,0,9,8,714,10,N/A,0,2,62,23,23,50.0,8.0,€8.0M
Harry Toffolo,eng ENG,DF,Nott'ham Forest,29,137,0,0,1,0,0.0,0.0,0,2,4,0.0,0.0,0.01,0.0,N/A,0.0,0.0,28.5,47,70.1,653,N/A,N/A,N/A,0,1,0,0,N/A,N/A,N/A,N/A,5,3,N/A,1,2,2,0,2,88,9,32,22,34,2,N/A,N/A,17,N/A,0,0,0,0,30,1,N/A,0,4,2,1,0,100.0,0.7,€0.7M
Sandro Tonali,it ITA,MF,Newcastle Utd,24,2270,3,2,5,0,3.6,1.4,33,113,47,0.12,0.08,0.14,0.05,N/A,0.4,0.1,19.5,1090,83.7,17149,N/A,N/A,N/A,20,87,25,4,N/A,N/A,N/A,N/A,46,29,N/A,22,30,10,20,30,1556,60,357,860,365,40,N/A,N/A,839,N/A,33,5,25,23,1076,36,N/A,2,30,162,12,11,52.2,15.7,€15.7M
Pau Torres,es ESP,DF,Aston Villa,28,1729,0,0,1,0,0.5,0.1,33,74,4,0.0,0.0,0.03,0.0,N/A,0.1,0.0,11.7,1032,88.3,17916,N/A,N/A,N/A,2,93,7,0,N/A,N/A,N/A,N/A,20,14,N/A,6,14,10,4,9,1293,209,626,595,78,15,N/A,N/A,803,N/A,20,0,3,3,923,6,N/A,0,1,53,16,22,42.1,8.8,€8.8M
Conor Townsend,eng ENG,DF,Ipswich Town,32,335,0,1,1,0,0.0,0.7,2,8,13,0.0,0.27,0.01,0.18,N/A,0.0,0.0,16.7,80,63.0,1418,N/A,N/A,N/A,4,7,2,2,N/A,N/A,N/A,N/A,11,8,N/A,3,8,6,2,4,172,28,87,50,38,5,N/A,N/A,53,N/A,2,0,2,2,75,2,N/A,0,12,8,6,4,60.0,1.6,€1.6M
Adama Traoré,es ESP,"FW,MF",Fulham,29,1568,2,6,2,0,3.8,4.7,87,61,143,0.11,0.34,0.22,0.27,N/A,0.63,0.06,14.4,383,72.0,5972,N/A,N/A,N/A,37,32,32,17,N/A,N/A,N/A,N/A,17,12,N/A,8,7,0,7,1,725,4,74,258,415,86,N/A,N/A,483,N/A,42,33,32,19,548,20,N/A,1,90,78,24,25,49.0,17.6,€17.6M
Mark Travers,ie IRL,GK,Bournemouth,25,450,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,100,70.4,3469,N/A,N/A,N/A,0,3,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,0,162,144,159,3,0,0,N/A,N/A,85,N/A,0,0,0,0,68,0,N/A,0,0,3,1,0,100.0,1.5,€1.5M
Kieran Trippier,eng ENG,DF,Newcastle Utd,34,1192,0,3,1,0,0.1,1.3,25,106,52,0.0,0.23,0.01,0.1,N/A,0.0,0.0,22.2,942,82.1,16029,N/A,N/A,N/A,19,65,17,2,N/A,N/A,N/A,N/A,36,19,N/A,13,9,3,6,11,1267,45,354,550,371,12,N/A,N/A,562,N/A,13,4,11,7,780,16,N/A,2,74,61,19,14,57.6,5.5,€5.5M
Leandro Trossard,be BEL,FW,Arsenal,30,2264,8,5,4,1,6.6,5.1,71,91,202,0.32,0.2,0.26,0.2,N/A,0.8,0.12,16.0,616,73.6,10098,N/A,N/A,N/A,36,40,41,9,N/A,N/A,N/A,N/A,25,16,N/A,22,28,0,28,9,1118,15,117,350,667,137,N/A,N/A,710,N/A,47,27,53,42,836,24,N/A,5,78,90,6,21,22.2,24.3,€24.3M
Kostas Tsimikas,gr GRE,DF,Liverpool,28,666,0,1,2,0,0.4,1.8,15,67,38,0.0,0.14,0.05,0.25,N/A,0.27,0.0,16.1,447,83.7,7676,N/A,N/A,N/A,11,39,9,3,N/A,N/A,N/A,N/A,27,17,N/A,6,5,2,3,10,607,24,136,280,195,11,N/A,N/A,298,N/A,5,2,4,4,382,9,N/A,1,53,26,5,6,45.5,3.5,€3.5M
Axel Tuanzebe,cd COD,DF,Ipswich Town,27,1445,0,1,5,1,0.2,0.3,9,45,8,0.0,0.06,0.01,0.02,N/A,0.0,0.0,15.7,535,83.1,8240,N/A,N/A,N/A,4,49,2,0,N/A,N/A,N/A,N/A,29,17,N/A,8,18,9,9,21,789,89,343,347,105,6,N/A,N/A,338,N/A,6,1,11,1,407,12,N/A,0,6,43,15,16,48.4,7.6,€7.6M
Destiny Udogie,it ITA,DF,Tottenham,22,1834,0,1,2,0,0.3,1.5,54,120,93,0.0,0.05,0.01,0.07,N/A,0.05,0.0,15.1,947,87.4,13710,N/A,N/A,N/A,16,88,6,1,N/A,N/A,N/A,N/A,74,47,N/A,14,40,6,34,21,1336,60,377,591,383,49,N/A,N/A,735,N/A,39,12,32,19,796,29,N/A,2,19,109,13,13,50.0,10.9,€10.9M
Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,24,1616,1,1,9,0,1.0,1.1,12,55,19,0.06,0.06,0.05,0.06,N/A,0.17,0.06,22.0,715,87.5,11713,N/A,N/A,N/A,9,52,9,3,N/A,N/A,N/A,N/A,70,43,N/A,35,27,3,24,25,1047,40,300,575,190,15,N/A,N/A,599,N/A,12,1,29,24,650,35,N/A,0,7,111,17,18,48.6,11.8,€11.8M
Lesley Ugochukwu,fr FRA,MF,Southampton,21,1447,1,1,5,0,0.8,1.0,27,48,20,0.06,0.06,0.05,0.06,N/A,0.06,0.11,18.4,536,84.5,8330,N/A,N/A,N/A,14,50,6,1,N/A,N/A,N/A,N/A,46,22,N/A,15,25,9,16,12,793,45,191,446,162,23,N/A,N/A,431,N/A,14,6,12,10,538,26,N/A,0,6,59,18,17,51.4,11.2,€11.2M
Enes Ünal,tr TUR,"FW,MF",Bournemouth,27,345,2,1,2,0,2.7,0.4,4,12,22,0.52,0.26,0.72,0.1,N/A,1.83,0.1,14.6,63,63.6,685,N/A,N/A,N/A,4,4,4,0,N/A,N/A,N/A,N/A,1,0,N/A,3,1,0,1,0,172,6,14,63,95,26,N/A,N/A,91,N/A,3,1,17,13,133,6,N/A,1,4,16,24,22,52.2,3.6,€3.6M
Virgil van Dijk,nl NED,DF,Liverpool,33,3060,2,1,3,0,2.0,0.7,18,176,6,0.06,0.03,0.06,0.02,N/A,0.21,0.08,13.6,2446,91.6,44780,N/A,N/A,N/A,12,265,6,0,N/A,N/A,N/A,N/A,35,17,N/A,9,24,13,11,52,3010,400,1203,1664,151,44,N/A,N/A,1682,N/A,20,3,9,5,2063,15,N/A,0,1,108,110,45,71.0,9.6,€9.6M
Jamie Vardy,eng ENG,FW,Leicester City,38,2571,7,3,5,0,10.2,2.9,27,20,108,0.25,0.11,0.36,0.1,N/A,0.7,0.12,12.2,238,66.9,3417,N/A,N/A,N/A,18,10,9,1,N/A,N/A,N/A,N/A,18,13,N/A,9,8,4,4,3,541,28,54,252,240,101,N/A,N/A,257,N/A,11,14,33,12,350,21,N/A,25,11,34,49,51,49.0,19.0,€19.0M
Renato Veiga,pt POR,"DF,MF",Chelsea,21,181,0,0,2,0,0.1,0.0,4,7,3,0.0,0.0,0.07,0.0,N/A,0.5,0.0,17.1,118,84.9,2171,N/A,N/A,N/A,0,6,1,0,N/A,N/A,N/A,N/A,9,6,N/A,8,3,1,2,1,167,2,61,82,27,3,N/A,N/A,85,N/A,5,1,1,0,110,6,N/A,1,0,9,3,3,50.0,1.3,€1.3M
Joël Veltman,nl NED,DF,Brighton,33,1643,0,0,4,0,0.5,0.5,29,79,32,0.0,0.0,0.03,0.03,N/A,0.05,0.0,19.7,716,80.0,12082,N/A,N/A,N/A,6,61,8,5,N/A,N/A,N/A,N/A,42,28,N/A,21,22,7,15,18,1097,64,327,540,240,10,N/A,N/A,524,N/A,22,3,19,7,598,26,N/A,0,23,67,21,18,53.8,7.4,€7.4M
Micky van de Ven,nl NED,DF,Tottenham,24,950,0,2,4,0,0.6,1.2,8,51,1,0.0,0.19,0.05,0.11,N/A,0.19,0.0,11.1,706,91.0,13313,N/A,N/A,N/A,2,50,1,0,N/A,N/A,N/A,N/A,10,6,N/A,6,9,6,3,10,862,101,442,393,36,9,N/A,N/A,599,N/A,10,1,5,4,629,10,N/A,0,0,61,19,18,51.4,5.5,€5.5M
Bart Verbruggen,nl NED,GK,Brighton,22,2880,0,1,5,0,0.0,0.0,0,2,0,0.0,0.03,0.0,0.0,N/A,0.0,N/A,N/A,919,78.0,21660,N/A,N/A,N/A,1,17,1,0,N/A,N/A,N/A,N/A,0,0,N/A,3,1,0,1,0,1258,999,1245,13,0,0,N/A,N/A,853,N/A,1,1,2,0,815,0,N/A,0,0,58,10,1,90.9,7.3,€7.3M
Jannik Vestergaard,dk DEN,DF,Leicester City,32,1391,0,0,5,0,0.1,0.1,3,32,2,0.0,0.0,0.01,0.01,N/A,0.13,0.0,9.7,870,90.7,14697,N/A,N/A,N/A,3,34,1,0,N/A,N/A,N/A,N/A,22,10,N/A,6,21,14,7,16,1092,196,572,497,28,10,N/A,N/A,672,N/A,3,0,2,0,757,12,N/A,0,0,46,26,19,57.8,6.4,€6.4M
Guglielmo Vicario,it ITA,GK,Tottenham,28,1980,0,0,1,0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,709,88.8,13716,N/A,N/A,N/A,0,1,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,1,848,568,830,18,0,0,N/A,N/A,606,N/A,0,0,0,0,549,0,N/A,0,0,31,9,0,100.0,6.2,€6.2M
Kyle Walker,eng ENG,DF,Manchester City,34,970,0,0,3,0,0.1,0.4,12,64,11,0.0,0.0,0.01,0.04,N/A,0.19,0.0,27.7,724,87.7,11928,N/A,N/A,N/A,7,63,7,4,N/A,N/A,N/A,N/A,17,10,N/A,12,13,4,9,3,892,26,197,473,228,5,N/A,N/A,499,N/A,13,0,9,2,630,6,N/A,1,14,46,9,7,56.3,4.2,€4.2M
Kyle Walker-Peters,eng ENG,DF,Southampton,28,2828,0,2,5,0,0.8,2.7,112,134,139,0.0,0.06,0.03,0.09,N/A,0.19,0.0,18.3,1450,88.0,21806,N/A,N/A,N/A,23,117,29,4,N/A,N/A,N/A,N/A,43,28,N/A,18,25,14,11,18,1970,149,603,854,529,58,N/A,N/A,1228,N/A,69,23,32,38,1391,28,N/A,2,51,130,11,21,34.4,10.7,€10.7M
Christian Walton,eng ENG,GK,Ipswich Town,29,540,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,152,67.3,4170,N/A,N/A,N/A,1,1,0,0,N/A,N/A,N/A,N/A,0,0,N/A,1,0,0,0,0,242,224,241,1,0,0,N/A,N/A,122,N/A,0,0,0,0,117,0,N/A,0,0,5,2,0,100.0,1.7,€1.7M
Aaron Wan-Bissaka,eng ENG,DF,West Ham,27,2794,2,2,1,0,1.2,2.9,98,125,139,0.06,0.06,0.04,0.09,N/A,0.16,0.13,15.3,1277,81.1,18273,N/A,N/A,N/A,29,89,30,11,N/A,N/A,N/A,N/A,61,43,N/A,7,31,9,22,59,1960,136,620,838,531,40,N/A,N/A,933,N/A,57,12,28,21,1135,22,N/A,4,64,155,22,29,43.1,11.5,€11.5M
Danny Ward,wls WAL,GK,Leicester City,31,135,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,N/A,41,77.4,1162,N/A,N/A,N/A,0,2,0,0,N/A,N/A,N/A,N/A,0,0,N/A,0,0,0,0,0,55,40,55,0,0,0,N/A,N/A,44,N/A,0,0,0,0,35,0,N/A,0,0,1,0,0,N/A,0.5,€0.5M
James Ward-Prowse,eng ENG,MF,Nott'ham Forest,30,400,0,1,2,1,0.1,1.1,1,16,3,0.0,0.23,0.01,0.25,N/A,0.23,0.0,29.0,145,79.7,2296,N/A,N/A,N/A,4,16,2,0,N/A,N/A,N/A,N/A,4,1,N/A,0,3,2,1,5,205,13,49,115,45,1,N/A,N/A,92,N/A,3,0,3,3,115,7,N/A,0,19,19,3,5,37.5,2.5,€2.5M
Ollie Watkins,eng ENG,FW,Aston Villa,29,2263,15,7,2,0,14.5,2.9,50,28,143,0.6,0.28,0.58,0.12,N/A,1.27,0.17,12.2,277,73.7,3489,N/A,N/A,N/A,22,11,11,0,N/A,N/A,N/A,N/A,9,6,N/A,8,11,3,8,7,620,17,46,223,360,153,N/A,N/A,363,N/A,21,35,51,44,486,27,N/A,12,7,39,46,61,43.0,29.1,€29.1M
Adam Webster,eng ENG,DF,Brighton,30,617,0,0,0,0,0.0,0.5,7,40,2,0.0,0.0,0.0,0.07,N/A,0.15,0.0,15.3,429,85.6,7934,N/A,N/A,N/A,3,32,2,0,N/A,N/A,N/A,N/A,8,5,N/A,6,12,9,3,14,569,84,279,271,22,8,N/A,N/A,326,N/A,2,0,3,1,384,5,N/A,1,1,20,17,4,81.0,3.0,€3.0M
Danny Welbeck,eng ENG,FW,Brighton,34,1852,9,4,4,0,8.1,1.1,19,40,80,0.44,0.19,0.39,0.05,N/A,0.97,0.17,15.2,352,84.0,4120,N/A,N/A,N/A,17,15,12,0,N/A,N/A,N/A,N/A,22,13,N/A,11,16,2,14,5,625,15,48,266,315,90,N/A,N/A,379,N/A,20,7,44,23,462,11,N/A,3,3,37,15,24,38.5,20.0,€20.0M
Welington,br BRA,"DF,MF",Southampton,24,215,0,0,1,0,0.0,0.0,3,6,10,0.0,0.0,0.02,0.01,N/A,0.0,0.0,31.3,69,77.5,1098,N/A,N/A,N/A,2,5,5,4,N/A,N/A,N/A,N/A,13,5,N/A,5,3,1,2,3,131,11,46,48,40,2,N/A,N/A,47,N/A,3,1,6,0,55,3,N/A,0,10,10,0,2,0.0,1.5,€1.5M
Timo Werner,de GER,"FW,MF",Tottenham,29,516,0,3,0,0,1.0,2.5,42,30,89,0.0,0.52,0.17,0.44,N/A,0.52,0.0,18.2,158,66.9,2383,N/A,N/A,N/A,10,3,15,2,N/A,N/A,N/A,N/A,6,4,N/A,10,10,1,9,1,298,8,24,78,203,33,N/A,N/A,215,N/A,24,18,14,6,227,3,N/A,5,28,18,0,1,0.0,5.1,€5.1M
Adam Wharton,eng ENG,MF,Crystal Palace,20,1258,0,2,2,0,0.3,3.0,14,105,10,0.0,0.14,0.02,0.21,N/A,0.36,0.0,25.8,521,75.6,9826,N/A,N/A,N/A,25,73,18,5,N/A,N/A,N/A,N/A,34,14,N/A,26,10,2,8,18,827,27,196,439,198,10,N/A,N/A,413,N/A,22,2,14,13,509,12,N/A,0,35,96,7,16,30.4,10.0,€10.0M
Ben White,eng ENG,DF,Arsenal,27,856,0,1,2,0,0.4,0.8,10,42,27,0.0,0.11,0.04,0.09,N/A,0.11,0.0,19.1,421,83.9,6823,N/A,N/A,N/A,7,37,8,1,N/A,N/A,N/A,N/A,12,8,N/A,14,9,7,2,12,585,44,167,263,159,19,N/A,N/A,279,N/A,10,3,8,4,359,8,N/A,1,10,24,11,3,78.6,4.5,€4.5M
Mats Wieffer,nl NED,"MF,DF",Brighton,25,692,1,2,4,0,0.7,1.3,12,49,17,0.13,0.26,0.1,0.17,N/A,0.52,0.13,12.9,452,86.4,7323,N/A,N/A,N/A,12,45,5,1,N/A,N/A,N/A,N/A,33,19,N/A,11,13,1,12,11,635,30,145,345,154,14,N/A,N/A,374,N/A,14,1,11,8,412,17,N/A,1,7,54,23,18,56.1,5.0,€5.0M
Neco Williams,wls WAL,DF,Nott'ham Forest,24,2234,1,2,6,0,2.2,1.5,57,76,82,0.04,0.08,0.09,0.06,N/A,0.24,0.03,19.7,695,75.6,10453,N/A,N/A,N/A,15,54,18,7,N/A,N/A,N/A,N/A,73,44,N/A,27,39,9,30,24,1301,140,478,461,380,36,N/A,N/A,528,N/A,26,14,25,17,601,22,N/A,1,43,94,35,28,55.6,12.0,€12.0M
Willian,br BRA,"FW,MF",Fulham,36,226,0,0,0,0,0.3,0.5,8,36,29,0.0,0.0,0.11,0.18,N/A,0.0,0.0,22.1,151,84.8,2622,N/A,N/A,N/A,5,17,9,2,N/A,N/A,N/A,N/A,3,1,N/A,4,0,0,0,1,199,1,16,70,117,6,N/A,N/A,129,N/A,8,2,3,1,156,1,N/A,0,12,14,1,2,33.3,1.7,€1.7M
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25,953,0,2,2,0,1.5,1.9,34,35,76,0.0,0.19,0.14,0.18,N/A,0.28,0.0,15.7,262,81.9,3708,N/A,N/A,N/A,21,23,8,0,N/A,N/A,N/A,N/A,25,14,N/A,10,22,5,17,5,472,12,70,198,212,47,N/A,N/A,282,N/A,23,12,33,22,327,20,N/A,3,16,35,5,13,27.8,10.3,€10.3M
Callum Wilson,eng ENG,FW,Newcastle Utd,33,268,0,0,1,0,0.3,0.1,5,3,11,0.0,0.0,0.11,0.02,N/A,0.0,0.0,15.0,27,69.2,381,N/A,N/A,N/A,1,1,0,0,N/A,N/A,N/A,N/A,2,2,N/A,2,2,0,2,1,71,1,5,41,28,15,N/A,N/A,36,N/A,4,5,10,8,42,2,N/A,3,2,10,2,12,14.3,2.2,€2.2M
Harry Wilson,wls WAL,"FW,MF",Fulham,28,937,5,1,2,0,3.2,1.1,16,46,79,0.48,0.1,0.31,0.1,N/A,0.86,0.17,17.7,279,73.6,4685,N/A,N/A,N/A,19,23,13,1,N/A,N/A,N/A,N/A,13,8,N/A,6,13,1,12,5,486,7,63,175,257,45,N/A,N/A,287,N/A,18,8,13,5,326,10,N/A,1,35,44,4,18,18.2,10.3,€10.3M
Harry Winks,eng ENG,MF,Leicester City,29,1538,0,2,4,0,0.2,1.2,19,101,11,0.0,0.12,0.01,0.07,N/A,0.23,0.0,29.2,910,87.1,14101,N/A,N/A,N/A,17,110,7,5,N/A,N/A,N/A,N/A,24,11,N/A,17,19,7,12,9,1158,49,275,746,151,1,N/A,N/A,696,N/A,13,0,13,8,827,9,N/A,0,34,106,8,6,57.1,9.9,€9.9M
Yoane Wissa,cd COD,FW,Brentford,28,2560,17,3,2,0,15.3,1.8,50,57,132,0.6,0.11,0.54,0.06,N/A,1.23,0.22,13.6,399,76.7,5784,N/A,N/A,N/A,23,41,9,1,N/A,N/A,N/A,N/A,21,11,N/A,15,28,7,21,8,822,31,126,334,375,140,N/A,N/A,483,N/A,21,27,65,29,584,26,N/A,14,20,63,28,34,45.2,29.4,€29.4M
Chris Wood,nz NZL,FW,Nott'ham Forest,33,2599,19,3,1,0,11.4,2.4,13,34,79,0.66,0.1,0.4,0.08,N/A,1.04,0.3,14.2,277,66.1,3819,N/A,N/A,N/A,18,15,8,1,N/A,N/A,N/A,N/A,4,4,N/A,7,11,7,4,5,662,33,79,318,267,85,N/A,N/A,327,N/A,10,5,67,24,486,22,N/A,26,1,42,82,123,40.0,26.0,€26.0M
Nathan Wood-Gordon,eng ENG,DF,Southampton,22,624,0,0,2,0,0.2,0.0,2,17,0,0.0,0.0,0.03,0.0,N/A,0.0,0.0,5.9,363,92.8,6144,N/A,N/A,N/A,1,11,0,0,N/A,N/A,N/A,N/A,10,7,N/A,3,8,5,3,4,457,54,219,212,27,2,N/A,N/A,253,N/A,6,0,4,1,339,8,N/A,0,3,20,11,7,61.1,3.6,€3.6M
Luke Woolfenden,eng ENG,DF,Ipswich Town,26,1097,0,0,2,0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,12.9,450,87.7,8278,N/A,N/A,N/A,0,27,0,0,N/A,N/A,N/A,N/A,9,6,N/A,3,21,14,7,18,638,139,365,264,9,3,N/A,N/A,341,N/A,3,0,4,0,399,5,N/A,1,0,35,15,12,55.6,5.8,€5.8M
Yehor Yarmoliuk,ua UKR,MF,Brentford,21,1129,0,0,5,0,0.6,0.4,14,48,43,0.0,0.0,0.05,0.03,N/A,0.16,0.0,15.9,499,85.6,8728,N/A,N/A,N/A,8,58,6,3,N/A,N/A,N/A,N/A,37,23,N/A,23,23,6,17,10,748,51,209,387,167,15,N/A,N/A,386,N/A,15,3,24,16,462,12,N/A,2,13,89,8,6,57.1,8.4,€8.4M
Ryan Yates,eng ENG,MF,Nott'ham Forest,27,1859,2,1,9,0,2.3,1.1,17,47,14,0.1,0.05,0.11,0.06,N/A,0.44,0.06,19.3,588,81.7,8670,N/A,N/A,N/A,17,46,4,0,N/A,N/A,N/A,N/A,41,21,N/A,20,35,9,26,26,993,75,263,484,256,40,N/A,N/A,407,N/A,18,1,23,18,523,51,N/A,6,5,93,43,30,58.9,13.1,€13.1M
Leny Yoro,fr FRA,DF,Manchester Utd,19,1069,0,0,5,0,0.7,0.0,19,48,4,0.0,0.0,0.06,0.0,N/A,0.08,0.0,8.6,642,92.2,10301,N/A,N/A,N/A,1,43,4,1,N/A,N/A,N/A,N/A,25,10,N/A,6,5,3,2,17,814,80,378,377,61,13,N/A,N/A,553,N/A,11,1,3,2,588,9,N/A,1,1,41,16,15,51.6,6.6,€6.6M
Ashley Young,eng ENG,"DF,FW",Everton,39,1613,1,3,6,1,0.3,1.6,20,82,26,0.06,0.17,0.01,0.09,N/A,0.17,0.17,24.5,606,70.0,11151,N/A,N/A,N/A,19,71,18,9,N/A,N/A,N/A,N/A,50,28,N/A,19,10,3,7,23,1034,51,314,448,277,9,N/A,N/A,409,N/A,24,1,8,1,528,24,N/A,0,64,61,10,10,50.0,12.2,€12.2M
Illia Zabarnyi,ua UKR,DF,Bournemouth,22,2752,0,0,3,1,1.1,0.6,24,125,4,0.0,0.0,0.03,0.02,N/A,0.0,0.0,9.8,1216,81.3,25696,N/A,N/A,N/A,11,131,6,0,N/A,N/A,N/A,N/A,46,32,N/A,13,33,20,13,35,1809,214,842,920,67,13,N/A,N/A,1124,N/A,20,0,14,3,1128,17,N/A,0,5,140,70,40,63.6,11.7,€11.7M
Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28,450,0,1,1,0,0.3,0.1,10,35,12,0.0,0.2,0.05,0.03,N/A,0.0,0.0,18.0,302,83.0,4814,N/A,N/A,N/A,2,24,7,1,N/A,N/A,N/A,N/A,4,1,N/A,5,5,0,5,4,396,13,74,200,123,18,N/A,N/A,227,N/A,5,3,3,4,277,8,N/A,1,10,16,11,11,50.0,2.9,€2.9M
Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.1,N/A,0.71,0.11,13.1,292,71.2,3600,N/A,N/A,N/A,12,26,6,0,N/A,N/A,N/A,N/A,14,8,N/A,5,15,4,11,6,587,16,71,303,219,56,N/A,N/A,327,N/A,21,4,41,30,418,9,N/A,3,4,57,21,54,28.0,16.9,€16.9M
Martin Ødegaard,no NOR,MF,Arsenal,26,2040,2,6,4,0,4.4,4.6,79,231,142,0.09,0.26,0.2,0.2,N/A,0.57,0.02,18.7,1099,82.6,17070,N/A,N/A,N/A,56,115,78,5,N/A,N/A,N/A,N/A,19,11,N/A,20,4,0,4,4,1494,6,98,625,785,104,N/A,N/A,1031,N/A,72,23,28,38,1188,10,N/A,1,80,86,8,7,53.3,16.1,€16.1M
