Player,Nation,Pos,Team,Age,Standard_Min,Standard_Gls,Standard_Ast,Standard_CrdY,Standard_CrdR,Standard_xG,Standard_xAG,Standard_PrgC,Standard_PrgP,Standard_PrgR,Standard_Gls/90,Standard_Ast/90,Standard_xG/90,Standard_xAG/90,Shooting_SoT%,Shooting_SoT/90,Shooting_G/Sh,Shooting_Dist,Passing_Cmp,Passing_Total_Cmp%,Passing_TotDist,Passing_Short_Cmp%,Passing_Medium_Cmp%,Passing_Long_Cmp%,Passing_KP,Passing_1/3,Passing_PPA,Passing_CrsPA,Goalkeeping_GA90,Goalkeeping_Save%,Goalkeeping_CS%,Goalkeeping_Penalty_Save%,Defense_Tkl,Defense_TklW,Defense_Att,Defense_Lost,Defense_Blocks,Defense_Sh,Defense_Pass,Defense_Int,Possession_Touches,Possession_Def Pen,Possession_Def 3rd,Possession_Mid 3rd,Possession_Att 3rd,Possession_Att Pen,Possession_Succ%,Possession_Tkld%,Possession_Carries,Possession_PrgDist,Possession_1/3,Possession_CPA,Possession_Mis,Possession_Dis,Possession_Rec,Misc_Fls,Misc_Fld,Misc_Off,Misc_Crs,Misc_Recov,Misc_Won,Misc_Lost,Misc_Won%
Adam Wharton,eng ENG,MF,Crystal Palace,20,1318,0,2,2,0,0.4,3.0,14,107,11,0.0,0.14,0.03,0.21,N/A,0.34,0.0,25.4,548,75.6,10271,N/A,N/A,N/A,26,78,18,5,N/A,N/A,N/A,N/A,34,14,N/A,27,11,2,9,20,871,30,204,462,212,11,N/A,N/A,430,N/A,23,2,17,13,533,12,N/A,0,39,102,7,16,30.4
Ben White,eng ENG,DF,Arsenal,27,941,0,1,2,0,0.4,0.8,11,44,28,0.0,0.1,0.04,0.08,N/A,0.1,0.0,19.1,449,83.6,7272,N/A,N/A,N/A,7,39,8,1,N/A,N/A,N/A,N/A,13,9,N/A,17,9,7,2,15,633,46,183,289,165,20,N/A,N/A,292,N/A,11,3,8,4,375,8,N/A,1,10,26,15,5,75.0
Mats Wieffer,nl NED,"MF,DF",Brighton,25,745,1,3,5,0,0.7,1.5,13,52,18,0.12,0.36,0.09,0.18,N/A,0.48,0.13,12.9,469,85.6,7621,N/A,N/A,N/A,13,46,6,1,N/A,N/A,N/A,N/A,37,22,N/A,12,13,1,12,13,668,34,157,358,162,14,N/A,N/A,393,N/A,15,1,14,8,427,20,N/A,1,7,57,25,19,56.8
Neco Williams,wls WAL,DF,Nott'ham Forest,24,2324,1,3,7,0,2.3,1.5,60,82,86,0.04,0.12,0.09,0.06,N/A,0.27,0.03,20.2,751,76.1,11289,N/A,N/A,N/A,16,64,19,8,N/A,N/A,N/A,N/A,75,45,N/A,28,40,9,31,25,1393,143,504,506,401,38,N/A,N/A,569,N/A,28,15,29,17,654,23,N/A,1,46,96,36,29,55.4
Willian,br BRA,"FW,MF",Fulham,36,241,0,0,0,0,0.3,0.5,9,38,31,0.0,0.0,0.1,0.17,N/A,0.0,0.0,22.1,163,85.8,2905,N/A,N/A,N/A,5,18,10,2,N/A,N/A,N/A,N/A,3,1,N/A,4,0,0,0,1,211,1,17,76,122,6,N/A,N/A,138,N/A,9,2,3,1,168,1,N/A,0,13,14,1,2,33.3
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,25,1026,0,2,3,0,1.6,1.9,36,38,82,0.0,0.18,0.14,0.17,N/A,0.26,0.0,15.4,281,82.4,4022,N/A,N/A,N/A,21,25,8,0,N/A,N/A,N/A,N/A,28,16,N/A,11,24,6,18,6,503,12,73,214,227,51,N/A,N/A,302,N/A,27,14,35,23,347,22,N/A,3,16,40,5,14,26.3
Callum Wilson,eng ENG,FW,Newcastle Utd,33,285,0,0,1,0,0.4,0.1,5,3,12,0.0,0.0,0.12,0.02,N/A,0.32,0.0,15.4,28,70.0,394,N/A,N/A,N/A,1,1,0,0,N/A,N/A,N/A,N/A,2,2,N/A,2,2,0,2,1,76,1,5,45,29,16,N/A,N/A,38,N/A,4,5,11,8,45,3,N/A,3,2,10,2,14,12.5
Harry Wilson,wls WAL,"FW,MF",Fulham,28,1003,5,1,2,0,3.7,1.1,17,48,83,0.45,0.09,0.33,0.1,N/A,0.99,0.16,17.3,297,73.9,4995,N/A,N/A,N/A,19,25,13,1,N/A,N/A,N/A,N/A,14,9,N/A,6,13,1,12,5,516,9,67,185,273,48,N/A,N/A,299,N/A,18,8,14,5,342,10,N/A,1,38,50,4,18,18.2
Harry Winks,eng ENG,MF,Leicester City,29,1538,0,2,4,0,0.2,1.2,19,101,11,0.0,0.12,0.01,0.07,N/A,0.23,0.0,29.2,910,87.1,14101,N/A,N/A,N/A,17,110,7,5,N/A,N/A,N/A,N/A,24,11,N/A,17,19,7,12,9,1158,49,275,746,151,1,N/A,N/A,696,N/A,13,0,13,8,827,9,N/A,0,34,106,8,6,57.1
Yoane Wissa,cd COD,FW,Brentford,28,2650,18,3,2,0,16.5,1.8,51,57,135,0.61,0.1,0.56,0.06,N/A,1.26,0.23,13.4,408,76.1,5924,N/A,N/A,N/A,23,41,9,1,N/A,N/A,N/A,N/A,22,12,N/A,16,29,8,21,8,850,32,130,348,387,147,N/A,N/A,497,N/A,23,28,70,29,599,28,N/A,14,20,67,29,34,46.0
Chris Wood,nz NZL,FW,Nott'ham Forest,33,2689,19,3,1,0,11.7,2.5,13,36,87,0.64,0.1,0.39,0.08,N/A,1.0,0.29,14.1,290,65.9,4048,N/A,N/A,N/A,19,16,9,1,N/A,N/A,N/A,N/A,5,4,N/A,7,11,7,4,5,698,36,84,334,282,89,N/A,N/A,339,N/A,10,5,73,24,512,24,N/A,26,1,44,88,129,40.6
Nathan Wood-Gordon,eng ENG,DF,Southampton,22,624,0,0,2,0,0.2,0.0,2,17,0,0.0,0.0,0.03,0.0,N/A,0.0,0.0,5.9,363,92.8,6144,N/A,N/A,N/A,1,11,0,0,N/A,N/A,N/A,N/A,10,7,N/A,3,8,5,3,4,457,54,219,212,27,2,N/A,N/A,253,N/A,6,0,4,1,339,8,N/A,0,3,20,11,7,61.1
Luke Woolfenden,eng ENG,DF,Ipswich Town,26,1187,0,0,2,0,0.0,0.0,7,15,0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,12.9,496,88.3,9196,N/A,N/A,N/A,0,31,0,0,N/A,N/A,N/A,N/A,9,6,N/A,3,21,14,7,19,694,147,407,278,9,3,N/A,N/A,368,N/A,3,0,4,0,442,5,N/A,1,0,38,15,15,50.0
Yehor Yarmoliuk,ua UKR,MF,Brentford,21,1196,0,0,5,0,0.6,0.9,15,52,44,0.0,0.0,0.05,0.07,N/A,0.15,0.0,15.9,535,85.5,9305,N/A,N/A,N/A,9,62,7,4,N/A,N/A,N/A,N/A,39,24,N/A,23,24,7,17,10,794,52,219,411,179,15,N/A,N/A,410,N/A,17,3,24,16,493,13,N/A,2,16,92,8,7,53.3
Ryan Yates,eng ENG,MF,Nott'ham Forest,27,1874,2,1,10,0,2.3,1.1,17,48,14,0.1,0.05,0.11,0.05,N/A,0.43,0.06,19.3,592,81.7,8715,N/A,N/A,N/A,17,46,4,0,N/A,N/A,N/A,N/A,41,21,N/A,20,35,9,26,26,1001,77,266,488,257,40,N/A,N/A,408,N/A,18,1,23,18,526,52,N/A,6,5,95,44,30,59.5
Leny Yoro,fr FRA,DF,Manchester Utd,19,1114,0,0,5,0,0.7,0.1,19,52,4,0.0,0.0,0.06,0.01,N/A,0.08,0.0,8.6,667,92.1,10721,N/A,N/A,N/A,2,43,5,1,N/A,N/A,N/A,N/A,26,11,N/A,6,5,3,2,18,847,83,395,385,70,13,N/A,N/A,577,N/A,13,1,3,4,615,9,N/A,1,1,45,16,15,51.6
Ashley Young,eng ENG,"DF,FW",Everton,39,1622,1,3,6,1,0.3,1.6,20,83,27,0.06,0.17,0.01,0.09,N/A,0.17,0.17,24.5,610,69.9,11228,N/A,N/A,N/A,19,72,18,9,N/A,N/A,N/A,N/A,51,29,N/A,19,10,3,7,23,1043,52,316,452,280,9,N/A,N/A,415,N/A,24,1,8,1,535,25,N/A,0,66,61,10,11,47.6
Illia Zabarnyi,ua UKR,DF,Bournemouth,22,2842,0,0,3,1,1.1,0.6,25,128,4,0.0,0.0,0.03,0.02,N/A,0.0,0.0,9.8,1262,81.6,26615,N/A,N/A,N/A,11,134,6,0,N/A,N/A,N/A,N/A,46,32,N/A,14,33,20,13,38,1869,218,860,961,69,13,N/A,N/A,1158,N/A,20,0,14,3,1168,18,N/A,0,5,143,72,40,64.3
Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,28,455,0,1,1,0,0.3,0.1,10,37,12,0.0,0.2,0.05,0.03,N/A,0.0,0.0,18.0,313,83.0,4980,N/A,N/A,N/A,2,26,7,1,N/A,N/A,N/A,N/A,4,1,N/A,5,5,0,5,4,409,13,75,205,130,18,N/A,N/A,233,N/A,5,3,3,4,285,8,N/A,1,10,16,11,11,50.0
Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.1,N/A,0.71,0.11,13.1,292,71.2,3600,N/A,N/A,N/A,12,26,6,0,N/A,N/A,N/A,N/A,14,8,N/A,5,15,4,11,6,587,16,71,303,219,56,N/A,N/A,327,N/A,21,4,41,30,418,9,N/A,3,4,57,21,54,28.0
Martin Ødegaard,no NOR,MF,Arsenal,26,2130,2,7,4,0,4.6,5.0,82,240,144,0.08,0.3,0.19,0.21,N/A,0.55,0.02,18.7,1141,82.9,17692,N/A,N/A,N/A,57,120,81,5,N/A,N/A,N/A,N/A,19,11,N/A,20,5,0,5,4,1550,7,108,655,801,105,N/A,N/A,1071,N/A,74,23,33,38,1230,10,N/A,1,81,91,8,7,53.3
